title,tag,artist,year,views,features,lyrics,id,language_cld3,language_ft,language
象牙塔里的狼 Xiang Ya Ta Li De Lang,rap,PO8,2021,1,{},"分分钟让你放弃了守卫
也许触及到洁身⾃好和⼝碑
你我通常都选择闭嘴
Let the sh*t get erased
（让这件事悄悄过去）
只要



分分钟让你放弃了守卫

也许触及到洁身⾃好和⼝碑

如果你没明确地拒绝

It just can’t get explained
（之后就没法解释了）


张嘴
扑⾯的是胭脂的⾹味

荒废后她羞掩着蔷薇

参透了他甜⾔⾥的圈套

编造 Let me tell you
（让我告诉你）
他的Lambo可能是上海的某家进⼝⻋⾏租的

混迹在中⼭或淮海路的夜店酒吧

不会显得唐突呢

DJ掐了底⿎她被拉着起舞

⿊⾊卡座上⾯搭着她的⾐服

三杯 Dry Martini 后劲杀到脊⻣

两腿间是⼀滩花和泥⼟ Like

⾼跟鞋在街沿颤栗着

⻢路边模糊的疝⽓灯
把她们载向深渊



A1 seasoning
（危险的调味料）
Drop it off patiently
（慢慢地倒⼊你的酒杯）
Mind off reasoning
（很快你就失去了意识）
Senses are weakening
（感官也将变得迟钝）




分分钟让你放弃了守卫

也许触及到洁身⾃好和⼝碑

你我通常都选择闭嘴

Let the sh*t get erased
（让这件事悄悄过去）
只要


分分钟让你放弃了守卫

也许触及到洁身⾃好和⼝碑

如果你没明确地拒绝

It just can’t get explained
（之后就没法解释了）


装扮得像⼀个绅⼠ huh

搭讪的⾔语很真挚 huh

不同的⻆⾊他分饰着

创造出完美的温室 ya

周遭的碎语和模糊的背影

那昨晚的烈酒还留在她胃⾥

但微信被撤销清理

卑微的社交⼼理



之后的事情也都是被迫

穿得魅惑绝不是你罪过

太多脏嘴不停喷着碎沫 Like

坚持着你认为正义的

象⽛塔以外的胜利者

把她们带出深渊



A1 seasoning
（危险的调味料）
Drop it off patiently
（慢慢地倒⼊你的酒杯）
Mind off reasoning
（很快你就失去了意识）
Senses are weakening
（感官也将变得迟钝）",7684619,zh,zh,zh
童年阴影 Tong Nian Yin Ying,rap,PO8,2021,1,{},"破败的身家乡下来的从没人尊敬你
掌握着生杀金钱蔑视所有的生命体
物质在喷发同社会的冷漠将吞并你
想翻原本？
时间拉回2000年整
从工薪到高薪到全身都是法国名牌
又在离开外企后跳槽搭建自己平台
见过商圈的龌龊勾当
底线需要他默默收放
病态的亲情却又将他推向刑台
待哺的婴孩 年迈的父母
侄子的无能 他亲眼目睹
理想很丰满 现实很露骨
妻儿在发抖 他却将棉袄给远房的阿斗

上百万的投资亲戚拿了转身就将他挤下水
他的儿子留学在外用着五十美分的洗发水
说来都是家里人 谦恭孝道他秉承
那些
阿猫阿狗舔着奶酪全都住进他的巴比伦
血缘是残酷的童年阴影
冰凉得像地下埋的木棺
以至于我不愿和人亲近
对任何善意都怀着不安
血缘是残酷的童年阴影
冰凉得像地下埋的木棺
以至于我不愿和人亲近
对任何善意都怀着不安
喧闹
孩子让他昼夜颠倒
陶罐里熬出的煎药
吹凉后滑进他疼痛的咽道
房租 贷款
城市里充满了圈套
太多压力让他经常懊恼
骆驼被递上最后的稻草
亲戚进城看病借点钱
亲戚买房算命借点钱
亲戚总有无上的豁免权
“哎呀 最近手头有点紧”
这关系就像废瓦罐
被打烂
在重要场合依然会假扮
是 为了去 维持父慈子孝的面子
成年人总在某一些浅显的问题上缺乏辨识
那是上一个时代他们依旧没剪干净的辫子
血缘是残酷的童年阴影
冰凉得像地下埋的木棺
以至于我不愿和人亲近
对任何善意都怀着不安
“你们不也是图我钱吗”
贪婪的目光像无情的矛
扎进他骨髓他不停地逃
当凤凰鸟瞰这无尽的原野
那一刻他滋生了罪恶的苗
贪婪的目光像无情的矛
扎进他骨髓他不停地逃
当凤凰鸟瞰这无尽的原野
那一刻他滋生了罪恶的苗",7684620,zh,zh,zh
蜜蜂 Mi Feng,rap,PO8,2021,1,{},"打包好刚冲洗的床单
随⼈流登上拥挤的航班
在郊区酒店隔离了⼗四天后
就⻜往全国各地背靠背演出和巡演签售
我居⽆定所
Label killer
（标签杀⼿）
太多品牌想把⾐服寄我

太多的姑娘打着主意想跟我偷⻝禁果

抱歉我没空跟你过家家

夜店⻔⼝的烂货我⼀个电话交给货拉拉

押韵⽔准不断地上升

卡拍精准得就像百达翡丽涂碳的撞针

Live house为我开着 太燥被⼈拍下
Mic drop提前离场引外界太多猜测

⼋点半约的Siri准时将我闹醒

⾳响炸得邻居快要报警 Huh

灵魂乐是最顶级的药引

喝下我当天做梦都会笑醒 Huh

在⽔泥森林⾥吹冷⻛

在⾦属溪流间穿⾏下潜

⾹甜的花粉是我的伪装

Cross over like a bumble bee yea
（像蜜蜂⼀样⾏云流⽔）
找到⼭岩上的⽔滴

那是我晶莹剔透的梦想

折射着清晨温柔的闪光

Keep chasing like a bumble bee yea
（像蜜蜂⼀样追赶猎物）

⼤学毕业我⾳乐有了新进程

我签了经纪⼈

各⼤榜被我拎进⻔

之后办专场不⽤再抠那点机票钱

回到成都住的都是最⽜逼的区号

我⽤我赚的第⼀笔

购置了⼀点必需品

剩⼀部分放进基⾦⾥

泡在棚⾥不管星期⼏

We ball so hard
（我们保持着态度）
提前实现了⾳乐上的财务⾃由

才发现这块蛋糕会招来太多来路不明的狗

有的在迎合我
有的抱着五⽑⼀条的键盘不停地打

钞票都明着抢

营销号出名的假

我依然穿着破夹克在⼀意孤⾏地⾛

Hold up hold up
（等等 先听我说）
永远都等着别⼈来帮你 my bro？

拿着你碗⾥和锅⾥的相⽐ my bro？

别把那⽼⿏屎扔在我汤⾥ my bro？

That p***y’s not my bro tho
（那窝囊废可不是我的兄弟）
在⽔泥森林⾥吹冷⻛

在⾦属溪流间穿⾏下潜

⾹甜的花粉是我的伪装

Cross over like a bumble bee yea
（像蜜蜂⼀样⾏云流⽔）
找到⼭岩上的⽔滴

那是我晶莹剔透的梦想

折射着清晨温柔的闪光

Keep chasing like a bumble bee yea
（像蜜蜂⼀样追赶猎物）",7684621,zh,zh,zh
1996,rap,PO8,2021,2,"{""李佳毅 (Li Jiayi)""}","1996
我来到这世上像蝶张开翅膀
那⼀刻的魅影让时间都暂停了
1996
最诚挚的祝福给朋友和⽗⺟
当我陷⼊梦魇时他们会唤醒我
1996
我像个⽃⼠但⾏业是幼稚的
还是在逼着我唱⼀些烂情歌
1996
还算是顺利吧还依然混迹在
漩涡的最中⼼喽喽该散席了
轻柔地那是⻛来了
从那抱着⾳响去酒吧的男孩
化成⼀具年迈且枯瘦的残骸
⼈⽣总像是空⽩格
也许每个灵魂都会怀才
只是⼤多数都被那市场埋汰
1996 yea
深夜⾥房间的重低⾳
震颤着墙和空⽓
破茧的蝴蝶本不该有罪恶感
独⾃品尝着蜂蜜
不再为他⼈的狼狈⽽伤⼼
我爱穿 Jil Sander 喷昂贵的⾹薰
⽤⽂字穿透那墙内的钢筋
Jesus' gonna save me tho
（上帝会救赎我）
Jesus’ gonna save me tho
（上帝会救赎我）
Wake me up
（唤醒我）
Wake me up
（唤醒我）
Wake me up
（唤醒我）
Wake me up
（唤醒我）
We keep falling
（我们⼀直坠落）
We keep falling
（坠落深渊）
We keep falling
（坠⼊⾕底）
But Jesus' gonna save me tho
（但上帝会宽恕我的吧）


1996

我来到这世上像蝶张开翅膀
吐豪⾔和壮语但全被我证明过

1996

从不会顾虑我名⽓向下⾛

在节⽬上爆⽕的才应该更急迫

1996

⽂化都变味了看那些献媚的

国⻛说唱是我前年玩剩余的

1996

是耶稣的诞⾠他容颜是汉⼈

讲全⼈类范畴这诗应该盛⾏了",7684622,zh,zh,zh
Népal - Trajectoire 中文翻译/Chinese Translation,rap,Genius  (Chinese Translations),2020,14,"{""Genius 中文翻譯 (Chinese Translations)""}","[段落 1]
生命的旅程，我一直计算
因为人生的篇章不过写成四段，工作不能怠慢
外面的世界，是一场欺骗
我还是要在家做抱着笔记本的宅男
想念当年，做出那三张“SNEP的唱片”
周一好好干，一周就不会人事不干
这个城市很败坏，到处是些妖人作怪
不能忘了用自己的眼睛来看待
别屈服于现实，因为你也在创造现实
你做的每一件事，都是人生沙漏中滑落的沙石
如果不想浪费时间，就专注于自己
在路上，你爱的人会让你太过惬意
你看，我不再屌那些脱离现实的人
他们把自己犯的错归咎于旁人
灵魂出窍，画饼充饥，好高骛远
嘴边挂着“高迁”，活得却像张“招贴”
而我，还是活在自己世界如常
是那个弹鼻屎球儿的偏执狂
人们总憧憬去海岛度假，我完全搞不懂
我只想为自己的梦想而活，并面对将至的凛冬
[副歌]
人生有什么意义，如果不能爱我所爱？
人生有什么意义，如果不能超我所在？
人生有什么意义，如果不能奉献一点？
带着谦逊与坚韧，把生命归还到它的起点
人生有什么意义，如果不能给予交换？
人生有什么意义，如果不能双倍可能？
人生有什么意义，如果不能欣赏人生？
我会带着谦逊与坚韧，从纷扰回归生命的旅程


[段落 2]
魔鬼触及不到我，只要我的心思一直转动
财富我并不看重，既然灵魂只是暂住在我们的肉体中
我知道自己爱犯错，也常因做自己的事，把朋友忘了
但我们的关系从未因此疏远过
我们在一路的逆流中成长
演出时我都很放松，因为未来才是我要面对的方向
是的，正因我们如此不同，才得以相辅相成。
看清你的周围，找到真正值得信任的人
世界上很多事都悄然发生，有的近在眼前，有的远在天边
如果我的思考像行尸走肉一般，还不如入土为安
我想到那些沉沦于药物的兄弟
毒品让好人停滞不前，却让那些混蛋工作不断
当你看向我，我们就像信号站（交流不断）
小军鼓（音乐）对我来说要比人类更可靠
我只想为梦想而活，并面对将至的凛冬
[副歌]
人生有什么意义，如果不能爱我所爱？
人生有什么意义，如果不能超我所在？
人生有什么意义，如果不能奉献一点？
带着谦逊与坚韧，把生命归还到它的起点
人生有什么意义，如果不能给予交换？
人生有什么意义，如果不能双倍可能？
人生有什么意义，如果不能欣赏人生？
我会带着谦逊与坚韧，从纷扰回归生命的旅程

[结尾 Nassim Haramein]
对人们，尤其是对那些更想清楚这个世界到底在发生什么的人们，很重要的是：不要让自己陷入那些政府和企业用来绑架人性的消极理论中。 这些理论所说的很多事情确实都是事实，但是，如果我们只是盯着这些消极的理论不放，那么我们就会参与到这种消极中。 重要的是，你不要成为你所斗争的东西，也就是说，我们不能通过重复体制的固有模式来改变体制。 如果我们变得像他们一样消极，我们就不会进步。 这样做一点帮助都没有。我们必须保持积极的态度，同时保持对正在发生的事情的关心和感知，而不是忽视它。 我们需要保持生活的喜悦，开放的心态，和这种积极性，因为消极的东西最终会自我毁灭。而 我们需要做的，就是去构建我们所希望的世界。",7701861,zh,zh,zh
Sometimes,rap, (Adawa),2020,2,"{""阿达娃 (Adawa)""}","[Chorus: Adawa]
I mess up sometimes
I give up sometimes
偶尔也会迷失方向看不清未来
I might cross the line
Couple thousand times
不用你来议论我最真实的存在
I mess up sometimes
I give up sometimes
偶尔也会迷失方向看不清未来
I might cross the line
Couple thousand times
不用你来议论我最真实的存在
I set my own time
时空的主宰
I do what I like
新世代到来

[Verse 1: Feezy]
有时不想家里住
有时不想收礼物
有时不想讲礼貌 躲进暗道
有时想要飞奔到Malibu
Vroom yeah you hear that sound
一走了之 will I see you around
人间蒸发 他们乱了
But my money still piling like a yeah
麻烦小姐姐
不谈正事就不需要见面
人际关系也需要做减法
真的兄弟不需要检验
Ups and downs I’ll be in my mood
我的成功 你没法复制
一杆进洞 like Tiger Woods
Can’t nobody tell me what to do
[Chorus: Adawa]
I mess up sometimes
I give up sometimes
偶尔也会迷失方向看不清未来
I might cross the line
Couple thousand timеs
不用你来议论我最真实的存在

[Verse 2: Adawa]
不同的是与非
咋个切分清楚世间的对错
是哪种感觉
能指引我彻夜都不要再脆弱
涂上我爱的红色
不听不爱我的人毒舌
啥子皮囊都经不起推敲
所有蜜糖才是可怕的鞭策

[Verse 3: 沙一汀]
骂我歌词贬我长相
他们的差评想要侵蚀 留在网上
可我还在不断升值 变成榜样
不要低估我的偏执 不可估量
努力把我推了一推
我才刚有翅膀象征性的飞了一飞
以前买不起的现在全都堆了一堆
耳朵里的伴奏配上 Hennessy
我绝不贪杯
永远保持自己与生俱来的个性
闯出新点注定拥有主角命
永远保持自己与生俱来的个性
因为你将注定拥有主角命
Classivm
[Chorus: Adawa]
I mess up somеtimes
I give up sometimes
偶尔也会迷失方向看不清未来
I might cross the line
Couple thousand times
不用你来议论我最真实的存在
I mess up sometimes
I give up sometimes
偶尔也会迷失方向看不清未来
I might cross the line
Couple thousand times
不用你来议论我最真实的存在
I set my own time
时空的主宰
I do what I like
新世代到来",7711040,zh,zh,zh
Take You Fly Remix,rap,Nj Ho,2020,2,{},"我要帶你上機 帶你去飛
帶你上機 帶你去飛
帶你看天空 帶你看星空
帶你上機 帶你去飛
坐飛機飛到盡頭 看見你的笑容
我不想孤單因已 經受太多傷痛
抓我手 跟我走 我要
帶你上機 帶你去飛

我一出手一箭穿心
鑼起籃球一次穿針
每日每夜 放唔低手機
隨時隨地 唔會忘記 因爲有你
令我腦海變得凌亂
一直銘記你的心願
Everyday every night 不停旋轉
Everyday every night 不停旋轉
就算來勢洶湧 難以抵擋進攻
依舊忍著傷痛 一齊走到最終
我好似好無志向 好唔正常
但我意志堅强 唔會令你遭殃
冇嘢可以攞嚟盛載你嘅可愛
你嘅愛 已經成爲我嘅錢財
無得估計 需要悉心灌溉
Cause 每日每夜 baby you‘re still mine
我要帶你上機 帶你去飛
帶你上機 帶你去飛
帶你看天空 帶你看星空
帶你上機 帶你去飛
坐飛機飛到盡頭 看見你的笑容
我不想孤單因已 經受太多傷痛
抓我手 跟我走 我要
帶你上機 帶你去飛

往日我共你歡笑 往日我共你叫囂
坐喺天台傾到通宵
我哋嘅回憶大家心照
大家都習以為常 留低一齊影張相
轉頭攞嚟周圍分享 朋友都話我地似樣
一眼就迷住 你嘅櫻桃小嘴
為你突破 落下男兒淚
童話故事 嘅浪漫堡壘
去到90歲 都要keep住一對
You're smiling like a clown
You say you love me now
So girl, you gonna hold me down
你就係 揸係手嘅扭計骰
對住你 自然放低左警惕
我明白 我性格孤僻 根本唔係同一個領域
所以你嘅積極 帶到俾我刺激
Oh wait 坐上飛機 唔使話我知 你有幾得意
Ok 為咗你 我將心事 寫晒落歌詞
每日都製造驚喜 忍受着我嘅脾氣
帶你上機 帶你去飛
Staying all day cause you’re my bae
我要帶你上機 帶你去飛
帶你上機 帶你去飛
帶你看天空 帶你看星空
帶你上機 帶你去飛
坐飛機飛到盡頭 看見你的笑容
我不想孤單因已 經受太多傷痛
抓我手 跟我走 我要
帶你上機 帶你去飛",7733819,zh,zh,zh
How you like that,rap,Joziah1,2020,3,{},"[Intro: Lisa]
您所在地区的黑粉笔


[Verse 1: Jennie, Jisoo]
崩溃了
穿过地板 到地下室
抓住下摆
即使我伸出双手


[Pre-Chorus: Rosé]
再次在漆黑的地方
看着你的双眼，我
好好笑吧
现在你们一二三了


[Chorus: Jennie, Lisa, Jisoo]
哈，豪伊塔特？（右）伊贡塔  特，塔特-塔特-塔特，塔特，塔特-塔特，塔特豪伊塔特？豪伊塔特，塔特-塔特-塔特，塔特，塔特-塔特，塔特？

[Post-Chorus: Lisa, Rosé, Jennie]
瑙， 鲁克犹他州， 瑙鲁克犹他州迈 （鱼） 卢克犹他州， 瑙鲁克犹他州迈 （哎） 卢克犹他州， 瑙鲁克犹他州迈豪伊塔特？ 瑙， 卢克犹他州， 瑙鲁克犹他州迈 （呃） 卢克犹他州， 瑙鲁克犹他州


[Verse 2: Lisa]
尤尔基尼德伊蒂奥尔温度塔特'索耶的一百个亨德里德想要一百个内部分卡鲁马科姆温度卡特，但没办法，瓦特'索耶的提升？原因'摩尔灯的背扳机是公鸡背佩尔恩卡特高杰卡德，唐'塔迈？滕特尔迈豪伊塔特，  塔特


[Pre-Chorus: Jennie, Jisoo]
哈，豪伊塔特？（右）伊贡塔  特，塔特-塔特-塔特，塔特，塔特-塔特，塔特豪伊塔特？豪伊塔特，塔特-塔特-塔特，塔特，塔特-塔特，塔特？


[Post-Chorus: Lisa, Rosé, Jennie]
瑙， 鲁克犹他州， 瑙鲁克犹他州迈 （鱼） 卢克犹他州， 瑙鲁克犹他州 （呃） 卢克犹他州， 瑙鲁克犹他州迈豪伊塔特？ 瑙， 卢克犹他州， 鲁克犹他州 （厄伊） 卢克犹他州， 瑙鲁克犹他州 （呃）


[Bridge: Rosé, Jisoo, Rosé, Jisoo, All]
失去翅膀坠毁的那天
被困在黑暗中的那一天
到那时你得结束我
Look up in the sky
It's a bird, it's a plane


[Break: All, Jennie]
耶斯-埃亚-埃亚-埃亚·布林·奥特·尤尔·博斯·维蒂奇·耶斯-埃亚-埃亚-艾亚·布莱克粉克！

[Outro: Lisa, Rosé, Jennie]
两、二、二、二-二-二、二、二-二-二-二豪伊塔特？二、二、二、二、二、二、二、二-",7736995,zh,zh,zh
贝多芬 Beethoven,rap,AR Liu Fuyang,2022,8,{},"[AR ""贝多芬"" 歌词]

[Verse 1]
808 的鼓点 音乐类似贝多芬
学会说唱前那哥们得先会做人
只有吹嘘 没有规矩
立的人设塌成一片废墟
用蹩脚的英文装很 worldwide
人在国内 可说的事像国外
说唱从没火 它还是一片火海
那排行榜的品味 土到都能把你活埋 (no!)

[Verse 2]
对着月光奏鸣 类似贝多芬 (dun dun dun)
运算着每个拍子 像是华罗庚
录音棚的建筑风格像是巴洛克
谁杀了 Hip-Hop? 我直接变成夏洛克
什么 gang gang 跟 bang bang, don't Talk that shit
哥们说到 你就得做到 you gotta walk that shit
为我的部落 每天独坐在那书桌
写的著作的论述逻辑 类似罗素 还有卢梭了
[Pre-Chorus]
啧 贝多芬 but this is not a love song
这是诗歌搭配节奏的欢乐颂
钻牛角尖的 hater 被我变成可颂
不需要 hook 哥们这是一首 verse song

[Chorus]
Hold it up, hold it up
Real rap 干掉那些油腻的

[Post-Chorus]
Huh 用手机编奏 Instrumental
录的 demo 让对手听了都 emo

[Verse 3]
这 tempo 把 beef 煮全熟
当我耍帅 他来献丑
嘴吐出子弹把他变成莲藕
Rhyme 棋手 我是说唱圈的 Brian Eno
不知道他是谁 你得上网搜搜

[Verse 4]
AR AKA 是约翰施特劳斯
那 R 是必须大写 像是劳斯莱斯
像贝多芬 我激励所有创作人
这战斗力是拿破仑 而身高却是张伯伦
[Chorus]
Hold it up, hold it up
Real rap 干掉那些油腻的
校长来带回你们熟悉的
我们 loaded it up 再 reload it up yeah

Hold it up, hold it up
Real rap 干掉那些油腻的
校长来带回你们熟悉的
我们 loaded it up 再 reload it up yeah

[Outro]
808 的鼓点 音乐类似贝多芬",7741737,zh,zh,zh
Intro 要的就是一种随意 Yao De Jiu Shi Yi Zhong Sui Yi,rap,BO$$ X,2013,3,"{""BO\\$\\$ X""}","[谢帝 “Intro” 歌词]

[Verse 1]
说唱会馆
Shady 还有 Eddie
Eddie 又叫做 ID
ID 化之 Shady
你可以喊他小胖
而 Shady 都随便你
因为为啥子因为
因为为啥子因为
要的就是一种随意
一种一种
要的就是一种随意
随意随意随意

[Outro]
欢迎光临",7745023,zh,zh,zh
要的就是一种随意 Yao De Jiu Shi Yi Zhong Sui Yi,rap,BO$$ X,2013,2,"{""BO\\$\\$ X""}","[谢帝 “要的就是一种随意” 歌词]

[Verse 1]
原来上学的时候莫得法
原来上班的时候莫得法
但是不管上学的上班的放学的下班的
都不是自愿莫得法
所以摆脱了我就喊他爬
但是若你摆不脱那也莫得法
因为你想耍 你想买辆车 哇
买个大房子 哇
奢侈品 哇
记到还了卡

[Verse 2]
我是拿到麦克风站在舞台上面玩耍
在舞台上面传达 在舞台上面
才是如我所愿 说我所见
甩脱了束缚 还可以赚点钱
除了表演是时间 都是休闲的时间
其实表演的时间 也是休闲的时间
也是收钱的时间 忙里偷闲上十天
我休闲的时间 边悠闲的吃烟
[Verse 3]
闹钟 拜拜 校风 拜拜
闲坐在办公室冒充 拜拜
老师的老板的傲风 拜拜
作业和方案都倒空 拜拜
活在个套中所谓的梦
都不信笑疯对你都炮轰 拜拜
妈老汉干预的暴风 拜拜
全部都拜拜 不然我要疯

[Pre-Chorus]
不想上班就不切 不想上班就不切
哇 你好潇洒 你好潇洒
不想上班就不切 不想上班就不切
哇 你好潇洒 你好潇洒
不想上班就不切 不想上班就不切
哇 你好潇洒 你好潇洒
不想上班就不切 不想上班就不切
哇 你好潇洒 你好潇洒

[Chorus]
我要的就是一种随意 一种随意
因为我要的就是一种随意 一种随意
因为我要的就是一种随意 一种随意
因为我要的就是一种随意 一种随意
[Verse 4]
记得刚毕了业上了班
同时酒吧的驻场没周末唱的欢
反而感觉上的班没得收获
丢咯自由和态度被揪到的感觉
你不要来反驳 三个月够咯
你不要喊我 再切找工作
你不要皱我 hip-hop 来救我
演出还多钱还多叶子还够裹

[Verse 5]
动不动那么激动咋子 用不用
该激动激动 不该激动那么激动咋子
你在愤怒啥子 抱怨啥子
你在担心的 关心的 酸辛的事情是啥子
不安心 不甘心的事情是啥子
被贪心搞的不欢心 你在搞啥子
你还要啥子 你还想咋子

[Verse 6]
只要有两口叶子就到 我有我的音乐就好
有我的音乐就够咯 听了就瘦了
下咯负担 你心头就不皱了
精神足够了 你想嘛 不要晃嘛
晃嘛 不想紧都又说
你听过的讲法 就算你走咯
又不是嘛 这个星球不扭了
[Pre-Chorus]
不想上班就不切 不想上班就不切
哇 你好潇洒 你好潇洒
不想上班就不切 不想上班就不切
哇 你好潇洒 你好潇洒
不想上班就不切 不想上班就不切
哇 你好潇洒 你好潇洒
不想上班就不切 不想上班就不切
哇 你好潇洒 你好潇洒

[Chorus]
我要的就是一种随意 一种随意
因为我要的就是一种随意 一种随意
因为我要的就是一种随意 一种随意
因为我要的就是一种随意 一种随意

[Verse 7]
我满不满意 满意
不想转移掉这个生活状态 畅快
攒不攒劲 只攒劲
把成都变成说唱的产地 没啥子不敢于
纹咯半个半臂反击轻松换气
押韵帮我扫清咯障碍
反没反应吃反应没反应过来
我又押回来就像 magic

[Verse 8]
你看水里的鱼 是我嘴里的笔
如鱼得水你违背就要萎你的靡
个人毁你的局 做的违心的事
都是伪起的 水起的 美其名曰
只是嘴里不提 其实水的无敌
而我随意不代表我水起
做我喜欢的我不得水起
好歌被议论就像议论美女

[Verse 9]
莫得点就莫得选 莫得随意
莫得点 就莫得演 莫得随意
莫得点就活的扁 莫得随意
莫得点 就莫得脸 莫得随意
我的点不在教室所以我在教室
活的扁莫得点莫得脸
我的点不在职场 所以在职场
活的扁莫得脸莫得选 我点在

[Pre-Chorus]
不想上班就不切 不想上班就不切
哇 你好潇洒 你好潇洒
不想上班就不切 不想上班就不切
哇 你好潇洒 你好潇洒
不想上班就不切 不想上班就不切
哇 你好潇洒 你好潇洒
不想上班就不切 不想上班就不切
哇 你好潇洒 你好潇洒

[Chorus]
我要的就是一种随意 一种随意
因为我要的就是一种随意 一种随意
因为我要的就是一种随意 一种随意
因为我要的就是一种随意 一种随意",7745024,zh,zh,zh
休闲的技术宅 Xiu Xian De Ji Shu Zhai,rap,BO$$ X,2013,2,"{""BO\\$\\$ X""}","[谢帝 “休闲的技术宅” 歌词]

[Verse 1]
我关注的你不关注 你关注的我不关注
如果平等的话那就不耽误 大家自愿彼此删除
不再有生活不带有学校的看护家长的看护
学校的刊物家长鼓捣我看的刊物好干枯
被锁到的时候我就想钻出 躲到的时候我就想单独
被瞅到你觉得我莫得火烤了觉得我走了弯路
还好你所谓的弯路 我走的还好太小的歌迷都钻出
爱宝一样 这不改变了成都说唱三无的参数
不想参与的是 太多的人情人情世故好繁杂
不想参与的是 围绕的你的关系多了好烦嘛
你龟儿看嘛 人心叵测 尤其是我国
加点孜然 加点繁华 其实孜然真的难刷
烧掉钞票带来的骄傲 敲掉浮夸带来的高调
敲掉莫名的心酸焦躁 浮躁了哈浮躁了
不打不该打的交道 然后不戴不该戴的高帽
免得屁事太多嚣叫 不闹了哈不闹了

[Chorus]
宅 不是瞎宅 不是干宅 不是乱宅
是休闲技术宅 收钱只打技术牌
吃的是技术饭不求人 靠人情蛋球疼
不靠熟人 不当陋人 楼层里宅出牛人
宅 不是光宅 我刚才 接个电话 演出商来
定演出就在将来 我整些歌在窗台
钱给够来不够不来不商量 反正你不给够有人给够 我继续宅
[Verse 2]
求大爷求职 我留下 不想头大 所以不谋划
我去求职才是人才的流失 不想由此又被扣死了
被笼子里面的同事变成了油脂 等到了流失
还没好生做我想做的事 我想做的事
我想做的事是想做的事 不想做的事像长出的刺
诶 不要 朋友少捅娄子 又不是找不到球事做
我哪有那么多愁字写在脸上 哪有那么多愁事 身上哪有那么多油脂
所以我宅得不空虚寂寞冷 我宅得不闲 宅得是技术 为人处世我宅得不圆
所以不宰 也可以不摆 摆了可以不甩
反正我宅也宅得出前途 宅也宅得出钱 点儿都不悬 休闲技术宅
OK so easy life
OK so easy life
Oh yeah 休闲技术宅 实际上我每天都是抽写
我感到的东西都写 把你感到的东西都写
其他东西都不揪扯 拿起麦把时间丢舍

[Chorus]
宅 不是瞎宅 不是干宅 不是乱宅
是休闲技术宅 收钱只打技术牌
吃的是技术饭不求人 靠人情蛋球疼
不靠熟人 不当陋人 楼层里宅出牛人
宅 不是光宅 我刚才 接个电话 演出商来
定演出就在将来 我整些歌在窗台
钱给够来不够不来不商量 反正你不给够有人给够 我继续宅
[Verse 3]
不可能不想谋深三 只可能不想求真三
那不全是陌生的谋生的人 确实生出好多的争端
哪个想帮你分担 又是哪个想把你蹬翻
老子懒球得给你耍才技演戏免得脑壳乱
挤车皱 地铁皱 还没睡醒站起皱
人挤人的皱 脸看起皱 时间算起皱
公司同事批事皱 老师批事不够臭
上班旷起皱 下班盼起皱 这种生活皱
皱得怄 怄不怄得够 钱包皱不皱得够
皱不够好皱不好说早就厌了
不考究 我反正宅起少皱
如果有上帝不得忘记 给我保佑 保佑",7745025,zh,zh,zh
